,studyid,intid,repeatcode_study,figcode_study,int_type,spp,year,species,general,repeatcode,figcode,phenofreq,short_site,terrestrial,phenovalue
463,HMK023,175,unique,unique,pollination,spp1,2011,Bombus spp.,Bombus spp.,unique,unique,daily,japan,terrestrial,124.5
464,HMK023,175,unique,unique,pollination,spp1,2012,Bombus spp.,Bombus spp.,unique,unique,daily,japan,terrestrial,123
465,HMK023,175,unique,unique,pollination,spp2,1999,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,113
466,HMK023,175,unique,unique,pollination,spp2,2000,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,121
467,HMK023,175,unique,unique,pollination,spp2,2001,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,116
468,HMK023,175,unique,unique,pollination,spp2,2002,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,104
469,HMK023,175,unique,unique,pollination,spp2,2003,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,111
470,HMK023,175,unique,unique,pollination,spp2,2004,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,111
471,HMK023,175,unique,unique,pollination,spp2,2005,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,118
472,HMK023,175,unique,unique,pollination,spp2,2006,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,117
473,HMK023,175,unique,unique,pollination,spp2,2007,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,115
474,HMK023,175,unique,unique,pollination,spp2,2008,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,109
475,HMK023,175,unique,unique,pollination,spp2,2009,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,117
476,HMK023,175,unique,unique,pollination,spp2,2010,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,125
477,HMK023,175,unique,unique,pollination,spp2,2011,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,124.5
478,HMK023,175,unique,unique,pollination,spp2,2012,Corydalis ambigua,Corydalis ambigua,unique,unique,daily,japan,terrestrial,122
479,HMK027,177,repeat,HMK027_1,predation,spp1,1961,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,105.172
480,HMK027,177,repeat,HMK027_1,predation,spp1,1963,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,121.983
481,HMK027,177,repeat,HMK027_1,predation,spp1,1964,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,121.983
482,HMK027,177,repeat,HMK027_1,predation,spp1,1965,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,128.707
483,HMK027,177,repeat,HMK027_1,predation,spp1,1967,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,119.655
484,HMK027,177,repeat,HMK027_1,predation,spp1,1968,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,118.621
485,HMK027,177,repeat,HMK027_1,predation,spp1,1969,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,124.828
486,HMK027,177,repeat,HMK027_1,predation,spp1,1970,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,125.086
487,HMK027,177,repeat,HMK027_1,predation,spp1,1972,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,117.845
488,HMK027,177,repeat,HMK027_1,predation,spp1,1973,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,120.69
489,HMK027,177,repeat,HMK027_1,predation,spp1,1974,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,102.328
490,HMK027,177,repeat,HMK027_1,predation,spp1,1975,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,123.793
491,HMK027,177,repeat,HMK027_1,predation,spp1,1976,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,122.5
492,HMK027,177,repeat,HMK027_1,predation,spp1,1977,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,119.655
493,HMK027,177,repeat,HMK027_1,predation,spp1,1978,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,126.897
494,HMK027,177,repeat,HMK027_1,predation,spp1,1979,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,124.569
495,HMK027,177,repeat,HMK027_1,predation,spp1,1980,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,132.845
496,HMK027,177,repeat,HMK027_1,predation,spp1,1981,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,117.845
497,HMK027,177,repeat,HMK027_1,predation,spp1,1982,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,124.828
498,HMK027,177,repeat,HMK027_1,predation,spp1,1983,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,118.103
499,HMK027,177,repeat,HMK027_1,predation,spp1,1984,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,122.759
500,HMK027,177,repeat,HMK027_1,predation,spp1,1985,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,124.052
501,HMK027,177,repeat,HMK027_1,predation,spp1,1986,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,120.431
502,HMK027,177,repeat,HMK027_1,predation,spp1,1988,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,118.621
503,HMK027,177,repeat,HMK027_1,predation,spp1,1989,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,107.5
504,HMK027,177,repeat,HMK027_1,predation,spp1,1990,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,108.276
505,HMK027,177,repeat,HMK027_1,predation,spp1,1991,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,118.362
506,HMK027,177,repeat,HMK027_1,predation,spp1,1993,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,119.138
507,HMK027,177,repeat,HMK027_1,predation,spp1,1994,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,111.897
508,HMK027,177,repeat,HMK027_1,predation,spp1,1995,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,118.621
509,HMK027,177,repeat,HMK027_1,predation,spp1,1997,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,123.017
510,HMK027,177,repeat,HMK027_1,predation,spp1,1999,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,109.31
511,HMK027,177,repeat,HMK027_1,predation,spp1,2000,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,114.741
512,HMK027,177,repeat,HMK027_1,predation,spp1,2002,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,106.983
513,HMK027,177,repeat,HMK027_1,predation,spp1,2003,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,116.293
514,HMK027,177,repeat,HMK027_1,predation,spp1,2004,Caterpillar_a spp.,Caterpillar spp.,repeat,Caterpillar_a spp.,daily,floodplain,terrestrial,115.5175
583,HMK027,177,repeat,HMK027_1,predation,spp2,1961,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,93.9847
584,HMK027,177,repeat,HMK027_1,predation,spp2,1963,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,109.746
585,HMK027,177,repeat,HMK027_1,predation,spp2,1964,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,108.713
586,HMK027,177,repeat,HMK027_1,predation,spp2,1965,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,109.93
587,HMK027,177,repeat,HMK027_1,predation,spp2,1967,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,105.435
588,HMK027,177,repeat,HMK027_1,predation,spp2,1968,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,98.5127
589,HMK027,177,repeat,HMK027_1,predation,spp2,1969,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,112.715
590,HMK027,177,repeat,HMK027_1,predation,spp2,1970,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,109.949
591,HMK027,177,repeat,HMK027_1,predation,spp2,1972,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,99.7395
592,HMK027,177,repeat,HMK027_1,predation,spp2,1973,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,109.613
593,HMK027,177,repeat,HMK027_1,predation,spp2,1974,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,92.4743
594,HMK027,177,repeat,HMK027_1,predation,spp2,1975,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,108.755
595,HMK027,177,repeat,HMK027_1,predation,spp2,1976,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,106.161
596,HMK027,177,repeat,HMK027_1,predation,spp2,1977,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,93.8708
597,HMK027,177,repeat,HMK027_1,predation,spp2,1978,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,106.688
598,HMK027,177,repeat,HMK027_1,predation,spp2,1979,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,105.999
599,HMK027,177,repeat,HMK027_1,predation,spp2,1980,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,109.986
600,HMK027,177,repeat,HMK027_1,predation,spp2,1981,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,96.656
601,HMK027,177,repeat,HMK027_1,predation,spp2,1982,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,102.028
602,HMK027,177,repeat,HMK027_1,predation,spp2,1983,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,101.165
603,HMK027,177,repeat,HMK027_1,predation,spp2,1984,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,107.923
604,HMK027,177,repeat,HMK027_1,predation,spp2,1985,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,100.48
605,HMK027,177,repeat,HMK027_1,predation,spp2,1986,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,108.103
606,HMK027,177,repeat,HMK027_1,predation,spp2,1988,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,102.05
607,HMK027,177,repeat,HMK027_1,predation,spp2,1989,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,92.7025
608,HMK027,177,repeat,HMK027_1,predation,spp2,1990,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,91.321
609,HMK027,177,repeat,HMK027_1,predation,spp2,1991,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,97.0387
610,HMK027,177,repeat,HMK027_1,predation,spp2,1993,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,103.627
611,HMK027,177,repeat,HMK027_1,predation,spp2,1994,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,91.5091
612,HMK027,177,repeat,HMK027_1,predation,spp2,1995,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,105.019
613,HMK027,177,repeat,HMK027_1,predation,spp2,1997,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,99.8313
614,HMK027,177,repeat,HMK027_1,predation,spp2,1999,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,96.376
615,HMK027,177,repeat,HMK027_1,predation,spp2,2000,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,101.921
616,HMK027,177,repeat,HMK027_1,predation,spp2,2002,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,94.6556
617,HMK027,177,repeat,HMK027_1,predation,spp2,2003,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,105.049
618,HMK027,177,repeat,HMK027_1,predation,spp2,2004,Parus1 major,Parus major,repeat,Parus1 major,daily,floodplain,terrestrial,98.4726
515,HMK027,178,repeat,HMK027_2,predation,spp1,1962,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,123.017
516,HMK027,178,repeat,HMK027_2,predation,spp1,1965,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,128.707
517,HMK027,178,repeat,HMK027_2,predation,spp1,1966,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,119.138
518,HMK027,178,repeat,HMK027_2,predation,spp1,1968,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,118.621
519,HMK027,178,repeat,HMK027_2,predation,spp1,1969,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,124.828
520,HMK027,178,repeat,HMK027_2,predation,spp1,1970,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,125.086
521,HMK027,178,repeat,HMK027_2,predation,spp1,1971,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,119.655
522,HMK027,178,repeat,HMK027_2,predation,spp1,1972,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,117.845
523,HMK027,178,repeat,HMK027_2,predation,spp1,1973,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,120.69
524,HMK027,178,repeat,HMK027_2,predation,spp1,1974,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,102.328
525,HMK027,178,repeat,HMK027_2,predation,spp1,1975,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,123.793
526,HMK027,178,repeat,HMK027_2,predation,spp1,1976,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,122.5
527,HMK027,178,repeat,HMK027_2,predation,spp1,1977,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,119.655
528,HMK027,178,repeat,HMK027_2,predation,spp1,1978,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,126.897
529,HMK027,178,repeat,HMK027_2,predation,spp1,1980,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,132.845
530,HMK027,178,repeat,HMK027_2,predation,spp1,1981,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,117.845
531,HMK027,178,repeat,HMK027_2,predation,spp1,1982,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,124.828
532,HMK027,178,repeat,HMK027_2,predation,spp1,1983,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,118.103
533,HMK027,178,repeat,HMK027_2,predation,spp1,1984,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,122.759
534,HMK027,178,repeat,HMK027_2,predation,spp1,1986,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,120.431
535,HMK027,178,repeat,HMK027_2,predation,spp1,1988,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,118.621
536,HMK027,178,repeat,HMK027_2,predation,spp1,1989,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,107.5
537,HMK027,178,repeat,HMK027_2,predation,spp1,1990,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,108.276
538,HMK027,178,repeat,HMK027_2,predation,spp1,1991,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,118.362
539,HMK027,178,repeat,HMK027_2,predation,spp1,1994,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,111.897
540,HMK027,178,repeat,HMK027_2,predation,spp1,1995,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,118.621
541,HMK027,178,repeat,HMK027_2,predation,spp1,1997,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,123.017
542,HMK027,178,repeat,HMK027_2,predation,spp1,1998,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,115.776
543,HMK027,178,repeat,HMK027_2,predation,spp1,2000,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,114.741
544,HMK027,178,repeat,HMK027_2,predation,spp1,2001,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,114.224
545,HMK027,178,repeat,HMK027_2,predation,spp1,2002,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,106.983
546,HMK027,178,repeat,HMK027_2,predation,spp1,2003,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,116.293
547,HMK027,178,repeat,HMK027_2,predation,spp1,2004,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,115.5175
548,HMK027,178,repeat,HMK027_2,predation,spp1,2006,Caterpillar_b spp.,Caterpillar spp.,repeat,Caterpillar_b spp.,daily,floodplain,terrestrial,118.103
619,HMK027,178,repeat,HMK027_2,predation,spp2,1962,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,118.154
620,HMK027,178,repeat,HMK027_2,predation,spp2,1965,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,125.6155
621,HMK027,178,repeat,HMK027_2,predation,spp2,1966,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,118.385
622,HMK027,178,repeat,HMK027_2,predation,spp2,1968,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,124.077
623,HMK027,178,repeat,HMK027_2,predation,spp2,1969,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,121.308
624,HMK027,178,repeat,HMK027_2,predation,spp2,1970,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,125.615
625,HMK027,178,repeat,HMK027_2,predation,spp2,1971,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,120.846
626,HMK027,178,repeat,HMK027_2,predation,spp2,1972,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,117.308
627,HMK027,178,repeat,HMK027_2,predation,spp2,1973,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,122.692
628,HMK027,178,repeat,HMK027_2,predation,spp2,1974,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,120.231
629,HMK027,178,repeat,HMK027_2,predation,spp2,1975,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,122.846
630,HMK027,178,repeat,HMK027_2,predation,spp2,1976,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,123.923
631,HMK027,178,repeat,HMK027_2,predation,spp2,1977,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,118.692
632,HMK027,178,repeat,HMK027_2,predation,spp2,1978,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,120.077
633,HMK027,178,repeat,HMK027_2,predation,spp2,1980,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,129.769
634,HMK027,178,repeat,HMK027_2,predation,spp2,1981,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,111.308
635,HMK027,178,repeat,HMK027_2,predation,spp2,1982,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,128.077
636,HMK027,178,repeat,HMK027_2,predation,spp2,1983,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,116.538
637,HMK027,178,repeat,HMK027_2,predation,spp2,1984,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,121.923
638,HMK027,178,repeat,HMK027_2,predation,spp2,1986,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,117.462
639,HMK027,178,repeat,HMK027_2,predation,spp2,1988,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,122.538
640,HMK027,178,repeat,HMK027_2,predation,spp2,1989,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,108.538
641,HMK027,178,repeat,HMK027_2,predation,spp2,1990,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,119.154
642,HMK027,178,repeat,HMK027_2,predation,spp2,1991,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,121
643,HMK027,178,repeat,HMK027_2,predation,spp2,1994,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,114.385
644,HMK027,178,repeat,HMK027_2,predation,spp2,1995,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,117.154
645,HMK027,178,repeat,HMK027_2,predation,spp2,1997,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,122.846
646,HMK027,178,repeat,HMK027_2,predation,spp2,1998,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,115.308
647,HMK027,178,repeat,HMK027_2,predation,spp2,2000,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,113.462
648,HMK027,178,repeat,HMK027_2,predation,spp2,2001,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,118.692
649,HMK027,178,repeat,HMK027_2,predation,spp2,2002,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,115.846
650,HMK027,178,repeat,HMK027_2,predation,spp2,2003,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,116.077
651,HMK027,178,repeat,HMK027_2,predation,spp2,2004,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,116.231
652,HMK027,178,repeat,HMK027_2,predation,spp2,2006,Ficedula1 albicollis,Ficedula albicollis,repeat,Ficedula1 albicollis,daily,floodplain,terrestrial,108.538
653,HMK027,179,repeat,HMK027_3,herbivory,spp2,1961,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,105.172
654,HMK027,179,repeat,HMK027_3,herbivory,spp2,1962,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,123.017
655,HMK027,179,repeat,HMK027_3,herbivory,spp2,1964,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,121.983
656,HMK027,179,repeat,HMK027_3,herbivory,spp2,1965,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,128.707
657,HMK027,179,repeat,HMK027_3,herbivory,spp2,1968,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,118.621
658,HMK027,179,repeat,HMK027_3,herbivory,spp2,1970,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,125.086
659,HMK027,179,repeat,HMK027_3,herbivory,spp2,1971,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,119.655
660,HMK027,179,repeat,HMK027_3,herbivory,spp2,1972,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,117.845
661,HMK027,179,repeat,HMK027_3,herbivory,spp2,1973,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,120.69
662,HMK027,179,repeat,HMK027_3,herbivory,spp2,1974,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,102.328
663,HMK027,179,repeat,HMK027_3,herbivory,spp2,1975,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,123.793
664,HMK027,179,repeat,HMK027_3,herbivory,spp2,1976,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,122.5
665,HMK027,179,repeat,HMK027_3,herbivory,spp2,1977,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,119.655
666,HMK027,179,repeat,HMK027_3,herbivory,spp2,1978,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,126.897
667,HMK027,179,repeat,HMK027_3,herbivory,spp2,1979,Caterpillar_c spp.,Caterpillar spp.,repeat,Caterpillar_c spp.,daily,floodplain,terrestrial,124.569
